IID	Group	Sex	Date	Population	NumSNPs	k1	k2
I12448	AncSAS	F	2850.0	Pakistan_Katelai_IA	156957	0.020466	0.979534
I12454	AncSAS	F	2850.0	Pakistan_Katelai_IA	734799	0.014908	0.985092
I12460	AncSAS	F	2850.0	Pakistan_Katelai_IA	682306	0.276818	0.723182
I12461	AncSAS	F	2850.0	Pakistan_Katelai_IA	398850	0.000010	0.999990
I12462	AncSAS	M	2850.0	Pakistan_Katelai_IA	666713	0.000010	0.999990
I12463	AncSAS	M	2850.0	Pakistan_Katelai_IA	283862	0.000010	0.999990
I12464	AncSAS	F	2850.0	Pakistan_Katelai_IA	634709	0.000010	0.999990
I12465	AncSAS	M	2850.0	Pakistan_Katelai_IA	197319	0.091469	0.908531
I12470	AncSAS	M	2850.0	Pakistan_Katelai_IA	731532	0.330891	0.669109
I12471	AncSAS	M	2850.0	Pakistan_Katelai_IA	493483	0.020934	0.979066
I12473	AncSAS	M	2850.0	Pakistan_Katelai_IA	59305	0.279215	0.720785
I12475	AncSAS	M	2850.0	Pakistan_Katelai_IA	246620	0.000010	0.999990
I12477	AncSAS	F	2850.0	Pakistan_Katelai_IA	624966	0.084655	0.915345
I5396	AncSAS	M	2809.0	Pakistan_Katelai_IA	651785	0.000891	0.999109
I5397	AncSAS	F	2829.0	Pakistan_Katelai_IA	837645	0.103273	0.896727
I5398	AncSAS	F	2850.0	Pakistan_Katelai_IA	848844	0.082256	0.917744
I12453	AncSAS	M	2850.0	Pakistan_Katelai_IA_lc	11181	0.000010	0.999990
I5399	AncSAS	M	2850.0	Pakistan_Katelai_IA	305807	0.321735	0.678265
I10000	AncSAS	M	2850.0	Pakistan_Loebanr_IA	750105	0.000010	0.999990
I10001	AncSAS	M	2850.0	Pakistan_Loebanr_IA	847322	0.000010	0.999990
I10974	AncSAS	M	2903.0	Pakistan_Loebanr_IA	556083	0.000010	0.999990
I12134	AncSAS	M	2850.0	Pakistan_Loebanr_IA	679417	0.333177	0.666823
I12137	AncSAS	F	2850.0	Pakistan_Loebanr_IA	667626	0.056643	0.943357
I12455	AncSAS	F	2850.0	Pakistan_Loebanr_IA	337073	0.000010	0.999990
I12456	AncSAS	F	2850.0	Pakistan_Loebanr_IA	273612	0.000010	0.999990
I12457	AncSAS	M	2928.0	Pakistan_Loebanr_IA	564595	0.074414	0.925586
I12459	AncSAS	M	2850.0	Pakistan_Loebanr_IA	680022	0.000010	0.999990
I12979	AncSAS	F	2850.0	Pakistan_Loebanr_IA	782000	0.105631	0.894369
I12980	AncSAS	M	2850.0	Pakistan_Loebanr_IA	23882	0.099257	0.900743
I12981	AncSAS	F	2850.0	Pakistan_Loebanr_IA	802754	0.359322	0.640678
I12982	AncSAS	M	2850.0	Pakistan_Loebanr_IA	753338	0.068225	0.931775
I12984	AncSAS	F	2850.0	Pakistan_Loebanr_IA	759562	0.112898	0.887102
I12987	AncSAS	F	2850.0	Pakistan_Loebanr_IA	805502	0.095693	0.904307
I12988	AncSAS	M	2850.0	Pakistan_Loebanr_IA	763368	0.049208	0.950792
I13220	AncSAS	F	2850.0	Pakistan_Loebanr_IA	568353	0.076321	0.923679
I13221	AncSAS	M	2850.0	Pakistan_Loebanr_IA	109068	0.000010	0.999990
I13222	AncSAS	M	2850.0	Pakistan_Loebanr_IA	325005	0.112941	0.887059
I13223	AncSAS	M	2850.0	Pakistan_Loebanr_IA	560933	0.000010	0.999990
I13224	AncSAS	F	2850.0	Pakistan_Loebanr_IA	559659	0.012540	0.987460
I13226	AncSAS	F	2911.0	Pakistan_Loebanr_IA	463024	0.057944	0.942056
I13227	AncSAS	F	2850.0	Pakistan_Loebanr_IA	619229	0.106825	0.893175
I13228	AncSAS	M	2850.0	Pakistan_Loebanr_IA	736261	0.124761	0.875239
I5400	AncSAS	M	2824.0	Pakistan_Loebanr_IA	783677	0.127019	0.872981
I6292	AncSAS	F	2781.0	Pakistan_Loebanr_IA	832318	0.000010	0.999990
I6553	AncSAS	M	2834.0	Pakistan_Loebanr_IA	438746	0.039325	0.960675
I6556	AncSAS	F	2776.0	Pakistan_Loebanr_IA	666809	0.000010	0.999990
I8998	AncSAS	M	2850.0	Pakistan_Loebanr_IA	860697	0.000010	0.999990
I8999	AncSAS	F	2813.0	Pakistan_Loebanr_IA	801696	0.003563	0.996437
I6555	AncSAS	M	2811.0	Pakistan_Loebanr_IA_1d.rel.I12136	805408	0.000010	0.999990
I8997	AncSAS	M	2850.0	Pakistan_Loebanr_IA_brother.I8998	821707	0.000010	0.999990
I12985	AncSAS	F	2850.0	Pakistan_Loebanr_IA_mother.I10001	792796	0.000010	0.999990
I12136	AncSAS	F	2850.0	Pakistan_Loebanr_IA_mother.I6555	661694	0.000010	0.999990
I12138	AncSAS	F	2949.0	Pakistan_Loebanr_IA_o	666132	0.000010	0.999990
I12983	AncSAS	F	2850.0	Pakistan_Loebanr_IA	780171	0.050402	0.949598
I6554	AncSAS	M	2758.0	Pakistan_Loebanr_IA_son.I6292.son.I10000	778986	0.000010	0.999990
I1808	AncSAS	M	1121.0	Pakistan_Parwak_Medieval	85974	0.000010	0.999990
I12472	AncSAS	M	2850.0	Pakistan_Katelai_IA	134869	0.228029	0.771971
I1799	AncSAS	M	3003.0	Pakistan_Udegram_IA	799918	0.000010	0.999990
I1985	AncSAS	M	2939.0	Pakistan_Udegram_IA	877623	0.000010	0.999990
I1994	AncSAS	F	2904.0	Pakistan_Udegram_IA	370023	0.011415	0.988585
I6194	AncSAS	M	2950.0	Pakistan_Udegram_IA	760456	0.000010	0.999990
I6195	AncSAS	F	2911.0	Pakistan_Udegram_IA	64507	0.000942	0.999058
I6197	AncSAS	M	2950.0	Pakistan_Udegram_IA	817358	0.016624	0.983376
I6198	AncSAS	F	2950.0	Pakistan_Udegram_IA	513190	0.000010	0.999990
I6897	AncSAS	F	2950.0	Pakistan_Udegram_IA	716275	0.000010	0.999990
I6899	AncSAS	M	2811.0	Pakistan_Udegram_IA	819857	0.069982	0.930018
I6900	AncSAS	M	3216.0	Pakistan_Udegram_IA	748257	0.000010	0.999990
I6901	AncSAS	F	2950.0	Pakistan_Udegram_IA	715682	0.060670	0.939330
I8190	AncSAS	F	2847.0	Pakistan_Udegram_IA	578916	0.000010	0.999990
I3260	AncSAS	F	2908.0	Pakistan_Udegram_IA_1d.rel.I6900	626773	0.000010	0.999990
I3262	AncSAS	M	2844.0	Pakistan_Udegram_IA_father.or.son.I1799_1d.rel.I1992	809031	0.000010	0.999990
HG01583.SG	PJL.SG	M	0	PJL.SG	1122187	0.638758	0.361242
HG01586.SG	PJL.SG	M	0	PJL.SG	1119783	0.630733	0.369267
HG01589.SG	PJL.SG	M	0	PJL.SG	1118448	0.593874	0.406126
HG01593.SG	PJL.SG	F	0	PJL.SG	1129459	0.525336	0.474664
HG02490.SG	PJL.SG	M	0	PJL.SG	1149175	0.571795	0.428205
HG02491.SG	PJL.SG	F	0	PJL.SG	1148478	0.684971	0.315029
HG02493.SG	PJL.SG	M	0	PJL.SG	1147095	0.599395	0.400605
HG02494.SG	PJL.SG	F	0	PJL.SG	1145103	0.531117	0.468883
HG02597.SG	PJL.SG	M	0	PJL.SG	1119607	0.497415	0.502585
HG02600.SG	PJL.SG	M	0	PJL.SG	1148358	0.797735	0.202265
HG02601.SG	PJL.SG	F	0	PJL.SG	1148743	0.750704	0.249296
HG02603.SG	PJL.SG	M	0	PJL.SG	1148997	0.600184	0.399816
HG02604.SG	PJL.SG	F	0	PJL.SG	1146581	0.482705	0.517295
HG02648.SG	PJL.SG	M	0	PJL.SG	1143892	0.474471	0.525529
HG02649.SG	PJL.SG	F	0	PJL.SG	1137686	0.429608	0.570392
HG02651.SG	PJL.SG	M	0	PJL.SG	1144108	0.646403	0.353597
HG02652.SG	PJL.SG	F	0	PJL.SG	1143764	0.611236	0.388764
HG02654.SG	PJL.SG	M	0	PJL.SG	1148293	0.506221	0.493779
HG02655.SG	PJL.SG	F	0	PJL.SG	1147535	0.491201	0.508799
HG02657.SG	PJL.SG	M	0	PJL.SG	1146691	0.731885	0.268115
HG02658.SG	PJL.SG	F	0	PJL.SG	1148417	0.694812	0.305188
HG02660.SG	PJL.SG	M	0	PJL.SG	1147606	0.631706	0.368294
HG02661.SG	PJL.SG	F	0	PJL.SG	1148737	0.648932	0.351068
HG02681.SG	PJL.SG	M	0	PJL.SG	1140320	0.543763	0.456237
HG02682.SG	PJL.SG	F	0	PJL.SG	1138954	0.501424	0.498576
HG02684.SG	PJL.SG	M	0	PJL.SG	1147505	0.855620	0.144380
HG02685.SG	PJL.SG	F	0	PJL.SG	1147226	0.874873	0.125127
HG02687.SG	PJL.SG	M	0	PJL.SG	1148782	0.998559	0.001441
HG02688.SG	PJL.SG	F	0	PJL.SG	1148963	0.942587	0.057413
HG02690.SG	PJL.SG	M	0	PJL.SG	1143220	0.479769	0.520231
HG02691.SG	PJL.SG	F	0	PJL.SG	1143905	0.477503	0.522497
HG02694.SG	PJL.SG	F	0	PJL.SG	1090361	0.443655	0.556345
HG02696.SG	PJL.SG	M	0	PJL.SG	1148834	0.734772	0.265228
HG02697.SG	PJL.SG	F	0	PJL.SG	1148048	0.567623	0.432377
HG02699.SG	PJL.SG	M	0	PJL.SG	1148370	0.494586	0.505414
HG02700.SG	PJL.SG	F	0	PJL.SG	1143358	0.528260	0.471740
HG02724.SG	PJL.SG	M	0	PJL.SG	1148121	0.968534	0.031466
HG02725.SG	PJL.SG	F	0	PJL.SG	1148663	0.966875	0.033125
HG02727.SG	PJL.SG	M	0	PJL.SG	1147180	0.968550	0.031450
HG02728.SG	PJL.SG	F	0	PJL.SG	1147354	0.993198	0.006802
HG02731.SG	PJL.SG	F	0	PJL.SG	1099072	0.721564	0.278436
HG02733.SG	PJL.SG	M	0	PJL.SG	1148680	0.616590	0.383410
HG02734.SG	PJL.SG	F	0	PJL.SG	1148731	0.531627	0.468373
HG02736.SG	PJL.SG	M	0	PJL.SG	1141851	0.571351	0.428649
HG02737.SG	PJL.SG	F	0	PJL.SG	1145537	0.539539	0.460461
HG02774.SG	PJL.SG	M	0	PJL.SG	1144381	0.808280	0.191720
HG02775.SG	PJL.SG	F	0	PJL.SG	1146322	0.940164	0.059836
HG02778.SG	PJL.SG	F	0	PJL.SG	1130019	0.911661	0.088339
HG02780.SG	PJL.SG	M	0	PJL.SG	1131452	0.912350	0.087650
HG02783.SG	PJL.SG	M	0	PJL.SG	1147941	0.956305	0.043695
HG02784.SG	PJL.SG	F	0	PJL.SG	1148176	0.911086	0.088914
HG02786.SG	PJL.SG	M	0	PJL.SG	1147775	0.999990	0.000010
HG02787.SG	PJL.SG	F	0	PJL.SG	1148072	0.949130	0.050870
HG02789.SG	PJL.SG	M	0	PJL.SG	1148570	0.945388	0.054612
HG02790.SG	PJL.SG	F	0	PJL.SG	1147933	0.953387	0.046613
HG02792.SG	PJL.SG	M	0	PJL.SG	1146890	0.962919	0.037081
HG02793.SG	PJL.SG	F	0	PJL.SG	1148207	0.981712	0.018288
HG03015.SG	PJL.SG	M	0	PJL.SG	1129724	0.944712	0.055288
HG03016.SG	PJL.SG	F	0	PJL.SG	1146599	0.949259	0.050741
HG03018.SG	PJL.SG	M	0	PJL.SG	1132324	0.894526	0.105474
HG03019.SG	PJL.SG	F	0	PJL.SG	1119881	0.973310	0.026690
HG03021.SG	PJL.SG	M	0	PJL.SG	1125437	0.936964	0.063036
HG03022.SG	PJL.SG	F	0	PJL.SG	1085860	0.835501	0.164499
HG03228.SG	PJL.SG	M	0	PJL.SG	1147007	0.851647	0.148353
HG03229.SG	PJL.SG	F	0	PJL.SG	1145183	0.868654	0.131346
HG03234.SG	PJL.SG	M	0	PJL.SG	1143936	0.538563	0.461437
HG03235.SG	PJL.SG	F	0	PJL.SG	1138384	0.572706	0.427294
HG03237.SG	PJL.SG	M	0	PJL.SG	1145461	0.504996	0.495004
HG03238.SG	PJL.SG	F	0	PJL.SG	1146442	0.423429	0.576571
HG03488.SG	PJL.SG	F	0	PJL.SG	1137861	0.649968	0.350032
HG03490.SG	PJL.SG	M	0	PJL.SG	1144999	0.525748	0.474252
HG03491.SG	PJL.SG	F	0	PJL.SG	1131461	0.846494	0.153506
HG03619.SG	PJL.SG	F	0	PJL.SG	1145804	0.440051	0.559949
HG03624.SG	PJL.SG	M	0	PJL.SG	1147736	0.487497	0.512503
HG03625.SG	PJL.SG	F	0	PJL.SG	1148572	0.443488	0.556512
HG03629.SG	PJL.SG	M	0	PJL.SG	1145097	0.587148	0.412852
HG03631.SG	PJL.SG	F	0	PJL.SG	1145489	0.666007	0.333993
HG03634.SG	PJL.SG	F	0	PJL.SG	1145714	0.534124	0.465876
HG03636.SG	PJL.SG	M	0	PJL.SG	1106310	0.660081	0.339919
HG03640.SG	PJL.SG	F	0	PJL.SG	1147244	0.956776	0.043224
HG03649.SG	PJL.SG	M	0	PJL.SG	1148349	0.714398	0.285602
HG03652.SG	PJL.SG	M	0	PJL.SG	1147005	0.791842	0.208158
HG03653.SG	PJL.SG	F	0	PJL.SG	1148319	0.780090	0.219910
HG03660.SG	PJL.SG	M	0	PJL.SG	1146530	0.916771	0.083229
HG03663.SG	PJL.SG	M	0	PJL.SG	1148843	0.999990	0.000010
HG03667.SG	PJL.SG	M	0	PJL.SG	1144270	0.990842	0.009158
HG03668.SG	PJL.SG	F	0	PJL.SG	1145112	0.783349	0.216651
HG03702.SG	PJL.SG	M	0	PJL.SG	1146972	0.875923	0.124077
HG03703.SG	PJL.SG	F	0	PJL.SG	1143623	0.819077	0.180923
HG03705.SG	PJL.SG	M	0	PJL.SG	1121670	0.975260	0.024740
HG03706.SG	PJL.SG	F	0	PJL.SG	1117697	0.923266	0.076734
HG03708.SG	PJL.SG	M	0	PJL.SG	1139901	0.762525	0.237475
HG03709.SG	PJL.SG	F	0	PJL.SG	1146062	0.830074	0.169926
HG03762.SG	PJL.SG	F	0	PJL.SG	1114901	0.920513	0.079487
HG03765.SG	PJL.SG	F	0	PJL.SG	1119722	0.628294	0.371706
HG03767.SG	PJL.SG	M	0	PJL.SG	1123012	0.386137	0.613863
HG03642.SG	STU.SG	F	0	STU.SG	1149476	0.999990	0.000010
HG03643.SG	STU.SG	F	0	STU.SG	1149333	0.990471	0.009529
HG03644.SG	STU.SG	M	0	STU.SG	1149364	0.963358	0.036642
HG03645.SG	STU.SG	F	0	STU.SG	1134369	0.996782	0.003218
HG03646.SG	STU.SG	M	0	STU.SG	1136994	0.946224	0.053776
HG03672.SG	STU.SG	M	0	STU.SG	1141662	0.943146	0.056854
HG03673.SG	STU.SG	F	0	STU.SG	1148821	0.990559	0.009441
HG03679.SG	STU.SG	M	0	STU.SG	1149396	0.972078	0.027922
HG03680.SG	STU.SG	M	0	STU.SG	1148979	0.976951	0.023049
HG03681.SG	STU.SG	M	0	STU.SG	1149161	0.976251	0.023749
HG03684.SG	STU.SG	F	0	STU.SG	1149779	0.999990	0.000010
HG03685.SG	STU.SG	M	0	STU.SG	1148584	0.999990	0.000010
HG03686.SG	STU.SG	M	0	STU.SG	1138163	0.999990	0.000010
HG03687.SG	STU.SG	M	0	STU.SG	1146629	0.959905	0.040095
HG03689.SG	STU.SG	F	0	STU.SG	1146197	0.999990	0.000010
HG03690.SG	STU.SG	F	0	STU.SG	1131799	0.962261	0.037739
HG03691.SG	STU.SG	M	0	STU.SG	1113510	0.999990	0.000010
HG03692.SG	STU.SG	F	0	STU.SG	1149385	0.999990	0.000010
HG03693.SG	STU.SG	M	0	STU.SG	1148752	0.999990	0.000010
HG03695.SG	STU.SG	M	0	STU.SG	1139489	0.998486	0.001514
HG03696.SG	STU.SG	M	0	STU.SG	1141779	0.954785	0.045215
HG03697.SG	STU.SG	M	0	STU.SG	1141826	0.948320	0.051680
HG03698.SG	STU.SG	F	0	STU.SG	1133335	0.955441	0.044559
HG03711.SG	STU.SG	M	0	STU.SG	1141498	0.945912	0.054088
HG03733.SG	STU.SG	F	0	STU.SG	1139060	0.999990	0.000010
HG03736.SG	STU.SG	F	0	STU.SG	1139612	0.965477	0.034523
HG03738.SG	STU.SG	M	0	STU.SG	1137706	0.938067	0.061933
HG03740.SG	STU.SG	M	0	STU.SG	1148807	0.999990	0.000010
HG03741.SG	STU.SG	F	0	STU.SG	1149719	0.999990	0.000010
HG03743.SG	STU.SG	M	0	STU.SG	1148832	0.999990	0.000010
HG03744.SG	STU.SG	M	0	STU.SG	1142242	0.988435	0.011565
HG03745.SG	STU.SG	M	0	STU.SG	1138903	0.959895	0.040105
HG03750.SG	STU.SG	M	0	STU.SG	1143367	0.999990	0.000010
HG03752.SG	STU.SG	F	0	STU.SG	1141319	0.964123	0.035877
HG03753.SG	STU.SG	M	0	STU.SG	1145195	0.988033	0.011967
HG03754.SG	STU.SG	F	0	STU.SG	1149543	0.994815	0.005185
HG03755.SG	STU.SG	M	0	STU.SG	1147002	0.980825	0.019175
HG03756.SG	STU.SG	F	0	STU.SG	1149224	0.957355	0.042645
HG03757.SG	STU.SG	F	0	STU.SG	1149593	0.999990	0.000010
HG03760.SG	STU.SG	F	0	STU.SG	1144622	0.970312	0.029688
HG03836.SG	STU.SG	F	0	STU.SG	1144454	0.955011	0.044989
HG03837.SG	STU.SG	M	0	STU.SG	1143596	0.937420	0.062580
HG03838.SG	STU.SG	F	0	STU.SG	1149553	0.999990	0.000010
HG03844.SG	STU.SG	M	0	STU.SG	1149558	0.999990	0.000010
HG03846.SG	STU.SG	M	0	STU.SG	1127516	0.999990	0.000010
HG03848.SG	STU.SG	M	0	STU.SG	1139698	0.994374	0.005626
HG03849.SG	STU.SG	F	0	STU.SG	1149298	0.999990	0.000010
HG03850.SG	STU.SG	M	0	STU.SG	1130054	0.989645	0.010355
HG03851.SG	STU.SG	M	0	STU.SG	1134467	0.952796	0.047204
HG03854.SG	STU.SG	M	0	STU.SG	1142820	0.991675	0.008325
HG03856.SG	STU.SG	M	0	STU.SG	1138704	0.999990	0.000010
HG03857.SG	STU.SG	F	0	STU.SG	1146766	0.980898	0.019102
HG03858.SG	STU.SG	F	0	STU.SG	1148414	0.999990	0.000010
HG03884.SG	STU.SG	F	0	STU.SG	1147847	0.999990	0.000010
HG03885.SG	STU.SG	M	0	STU.SG	1144729	0.998183	0.001817
HG03886.SG	STU.SG	F	0	STU.SG	1145946	0.999990	0.000010
HG03887.SG	STU.SG	M	0	STU.SG	1146471	0.979726	0.020274
HG03890.SG	STU.SG	M	0	STU.SG	1145243	0.997022	0.002978
HG03894.SG	STU.SG	F	0	STU.SG	1136131	0.999990	0.000010
HG03895.SG	STU.SG	F	0	STU.SG	1132807	0.999380	0.000620
HG03896.SG	STU.SG	M	0	STU.SG	1149174	0.999990	0.000010
HG03897.SG	STU.SG	F	0	STU.SG	1137467	0.914849	0.085151
HG03898.SG	STU.SG	F	0	STU.SG	1149324	0.999990	0.000010
HG03899.SG	STU.SG	M	0	STU.SG	1147183	0.999990	0.000010
HG03900.SG	STU.SG	M	0	STU.SG	1149052	0.990679	0.009321
HG03943.SG	STU.SG	M	0	STU.SG	1149372	0.999990	0.000010
HG03944.SG	STU.SG	F	0	STU.SG	1132618	0.976008	0.023992
HG03945.SG	STU.SG	F	0	STU.SG	1143845	0.933897	0.066103
HG03947.SG	STU.SG	F	0	STU.SG	1137086	0.999990	0.000010
HG03948.SG	STU.SG	F	0	STU.SG	1149055	0.999990	0.000010
HG03949.SG	STU.SG	F	0	STU.SG	1141837	0.957424	0.042576
HG03950.SG	STU.SG	M	0	STU.SG	1148614	0.999990	0.000010
HG03951.SG	STU.SG	F	0	STU.SG	1146581	0.962305	0.037695
HG03953.SG	STU.SG	M	0	STU.SG	1135133	0.914744	0.085256
HG03955.SG	STU.SG	F	0	STU.SG	1129869	0.973634	0.026366
HG03985.SG	STU.SG	M	0	STU.SG	1119421	0.999990	0.000010
HG03986.SG	STU.SG	F	0	STU.SG	1148244	0.983930	0.016070
HG03989.SG	STU.SG	F	0	STU.SG	1108209	0.966487	0.033513
HG03990.SG	STU.SG	M	0	STU.SG	1117023	0.999990	0.000010
HG03991.SG	STU.SG	M	0	STU.SG	1131438	0.990392	0.009608
HG03995.SG	STU.SG	F	0	STU.SG	1141523	0.999990	0.000010
HG03998.SG	STU.SG	M	0	STU.SG	1116658	0.999990	0.000010
HG03999.SG	STU.SG	M	0	STU.SG	1138869	0.994216	0.005784
HG04006.SG	STU.SG	M	0	STU.SG	1148696	0.999990	0.000010
HG04029.SG	STU.SG	F	0	STU.SG	1122608	0.952482	0.047518
HG04033.SG	STU.SG	M	0	STU.SG	1132190	0.990569	0.009431
HG04035.SG	STU.SG	F	0	STU.SG	1134964	0.963887	0.036113
HG04038.SG	STU.SG	F	0	STU.SG	1122693	0.990647	0.009353
HG04039.SG	STU.SG	M	0	STU.SG	1133335	0.999990	0.000010
HG04042.SG	STU.SG	F	0	STU.SG	1120350	0.964788	0.035212
HG04047.SG	STU.SG	F	0	STU.SG	1137181	0.999990	0.000010
HG04075.SG	STU.SG	F	0	STU.SG	1140146	0.999990	0.000010
HG04099.SG	STU.SG	F	0	STU.SG	1124420	0.953310	0.046690
HG04100.SG	STU.SG	M	0	STU.SG	1145565	0.999990	0.000010
HG04106.SG	STU.SG	F	0	STU.SG	1141141	0.999990	0.000010
HG04107.SG	STU.SG	M	0	STU.SG	1138980	0.949280	0.050720
HG04210.SG	STU.SG	M	0	STU.SG	1148897	0.994760	0.005240
HG04227.SG	STU.SG	F	0	STU.SG	1147639	0.999990	0.000010
HG04229.SG	STU.SG	M	0	STU.SG	1147761	0.981397	0.018603
